Running all tests
[DebuggerCommon] ES6_letconst_redeclaration_indebugger.js .......... Fail
[DebuggerCommon] ES6_letconst_shadow_evaluation.js .......... Fail
[DebuggerCommon] ES6_letconst_shadow_eval_with.js .......... Fail
[DebuggerCommon] es6_forof_decl.js .......... Fail
[DebuggerCommon] es6_forof_decl-2.js .......... Fail
[DebuggerCommon] es6_forof_decl-3.js .......... Fail
[DebuggerCommon] es6_forof_decl-4.js .......... Fail
[DebuggerCommon] es6_forof_decl-5.js .......... Fail
[DebuggerCommon] es6_forof_decl-6.js .......... Fail
[DebuggerCommon] frames_values_mapES6.js .......... Fail
[DebuggerCommon] step_in_ES6_attach.js .......... Fail
[DebuggerCommon] step_in_from_interpreted_function_attach.js .......... Fail
[DebuggerCommon] step_in_from_JITted_function_attach.js .......... Fail
[DebuggerCommon] step_in_only_debugJIT_attach.js .......... Fail
[DebuggerCommon] step_out_direct_attach.js .......... Fail
[DebuggerCommon] step_out_ES5.js .......... Fail
[DebuggerCommon] step_out_ES6.js .......... Fail
[DebuggerCommon] step_out_from_catch_attach.js .......... Fail
[DebuggerCommon] step_out_from_interpreted_function_attach.js .......... Fail
[DebuggerCommon] step_out_from_JITted_function_attach.js .......... Fail
[DebuggerCommon] step_out_only_debugJIT_attach.js .......... Fail
[DebuggerCommon] step_over_ES6_attach.js .......... Fail
[DebuggerCommon] step_over_JITd_fn_from_Intrprt_fn_attach.js .......... Fail
[DebuggerCommon] TempStrExpr.js .......... Fail
[DebuggerCommon] ES6_intl_simple_attach.js .......... Fail
[DebuggerCommon] frames_inspection_arrayES5.js .......... Pass
[DebuggerCommon] shadow_with.js .......... Pass
[DebuggerCommon] blockscope_func_declaration_ES6.js .......... Fail
[DebuggerCommon] blockscope_func_expression_ES6.js .......... Fail
[DebuggerCommon] ES6_letconst_eval_nonstrict.js .......... Fail
[DebuggerCommon] ES6_letconst_for.js .......... Fail
[DebuggerCommon] ES6_letconst_trycatch_simple_fast.js .......... Fail
[DebuggerCommon] ES6_proto_chained.js .......... Pass
[DebuggerCommon] ES6_proto_simple.js .......... Pass
[DebuggerCommon] ES6_proto_userDefinedObject.js .......... Pass
[DebuggerCommon] ES6_intl_stepinto_libexpandos.js .......... Fail
[DebuggerCommon] ES6_letconst_forin.js .......... Fail
[DebuggerCommon] ES6_letconst_const_usebeforedeclaration.js .......... Fail
[DebuggerCommon] ES6_proto_invalidation.js .......... Pass
[DebuggerCommon] frames_letconst_reassignobjects_ES6.js .......... Fail
[DebuggerCommon] ES6_letconst_const_reassignment_globalscope.js .......... Fail
[DebuggerCommon] ES6_letconst_redcl.js .......... Fail
[DebuggerCommon] native_array.js .......... Pass
[DebuggerCommon] argument_disp.js .......... Fail
[DebuggerCommon] multiple_argumentsdisp_safeguard.js .......... Fail
[DebuggerCommon] level_1.js .......... Fail
[DebuggerCommon] ES6_spread.js .......... Fail
[DebuggerCommon] specialproperties_fn.js .......... Fail
[DebuggerCommon] ES6_RegExp_specialproperties.js .......... Pass
[DebuggerCommon] ES6_RegExp_specialproperties.js .......... Pass
[DebuggerCommon] ES6_RegExp_specialproperties.js .......... Pass
[DebuggerCommon] ES6_RegExp_specialproperties.js .......... Pass
[DebuggerCommon] specialproperties_level2.js .......... Pass
[DebuggerCommon] testdynamicattach1.js .......... Fail
[DebuggerCommon] testdynamicattach1.js .......... Fail
[DebuggerCommon] targeted.js .......... Pass
[DebuggerCommon] protoTest2.js .......... Fail
[DebuggerCommon] testdynamicattach2.js .......... Fail
[DebuggerCommon] deferParseDetach.js .......... Fail
[DebuggerCommon] deferParseDetach2.js .......... Fail
[DebuggerCommon] attachWithDeferParse.js .......... Fail
[DebuggerCommon] array_prototest.js .......... Pass
[DebuggerCommon] breakpoints.js .......... Pass
[DebuggerCommon] indexprop.js .......... Fail
[DebuggerCommon] funcSource.js .......... Pass
[DebuggerCommon] evaluate.js .......... Pass
[DebuggerCommon] attachAfterException.js .......... Fail
[DebuggerCommon] catchInspection.js .......... Fail
[DebuggerCommon] funcExprName.js .......... Pass
[DebuggerCommon] attachdetach-delaycapture.js .......... Fail
[DebuggerCommon] globalFuncVars.js .......... Pass
[DebuggerCommon] blockScopeSlotArrayCaptureAttach.js .......... Fail
[DebuggerCommon] blockScopeSlotArrayCapture.js .......... Fail
[DebuggerCommon] blockScopeActivationObjectCapture.js .......... Fail
[DebuggerCommon] blockScopeBasicLetConstTest.js .......... Fail
[DebuggerCommon] blockScopeActivationObjectAsSlotArray.js .......... Fail
[DebuggerCommon] blockScopeBasicScopingTest.js .......... Fail
[DebuggerCommon] blockScopeForTest.bug183991.js .......... Fail
[DebuggerCommon] blockScopeNestedFunctionTest.js .......... Fail
[DebuggerCommon] blockScopeDeadZoneTest.js .......... Fail
[DebuggerCommon] blockScopeEvalTest.js .......... Fail
[DebuggerCommon] blockScopeGlobalTest.js .......... Fail
[DebuggerCommon] blockScopeForTest.js .......... Fail
[DebuggerCommon] blockScopeWithTest.js .......... Fail
[DebuggerCommon] blockScopeSwitchTest.js .......... Fail
[DebuggerCommon] blockScopeActivationObjectDeadZoneTest.js .......... Fail
[DebuggerCommon] blockScopeRegSlotDeadZoneTest.js .......... Fail
[DebuggerCommon] blockScopeSlotArrayDeadZoneTest.js .......... Fail
[DebuggerCommon] blockScopeGlobalDeadZoneTest.js .......... Fail
[DebuggerCommon] blockScopeGlobalBlockTest.js .......... Fail
[DebuggerCommon] blockScopeSlotArrayTest.js .......... Fail
[DebuggerCommon] blockScopeSlotArrayTest.js .......... Fail
[DebuggerCommon] blockScopeSlotArraySiblingTest.js .......... Fail
[DebuggerCommon] blockScopeGlobalSlotArrayTest.bug222631.js .......... Fail
[DebuggerCommon] blockScopeSibling.bug263635.js .......... Fail
[DebuggerCommon] blockScopeSiblingScopeTrackedInNonDebugMode.bug321751.js .......... Fail
[DebuggerCommon] blockScopeFunctionDeclarationRegSlotTest.js .......... Pass
[DebuggerCommon] blockScopeFunctionDeclarationSlotArrayTest.js .......... Pass
[DebuggerCommon] blockScopeFunctionDeclarationActivationObjectTest.js .......... Pass
[DebuggerCommon] blockScopeFunctionDeclarationGlobalTest.js .......... Pass
[DebuggerCommon] blockScopeFunctionDeclarationGlobalShadowingTest.bug305562.js .......... Fail
[DebuggerCommon] blockScopeFunctionDeclarationGlobalShadowingTest.bug308191.js .......... Pass
[DebuggerCommon] blockScopeFunctionRedeclarationTest.js .......... Pass
[DebuggerCommon] blockScopeFunctionRedeclaration_blue523098.js .......... Pass
[DebuggerCommon] disablebp.js .......... Pass
[DebuggerCommon] disablebp2.js .......... Pass
[DebuggerCommon] setframe.js .......... Pass
[DebuggerCommon] funcExprCrash_150491.js .......... Fail
[DebuggerCommon] JIT_localsAtNativeFrame1.js .......... Pass
[DebuggerCommon] JIT_localsAtNativeFrame2.js .......... Pass
[DebuggerCommon] bug594394.js .......... Pass
[DebuggerCommon] FastF12_BOBranch.js .......... Pass
[DebuggerCommon] negzerotest.js .......... Pass
[DebuggerCommon] detachBasicTest.js .......... Fail
[DebuggerCommon] detachBasicTest.js .......... Fail
[DebuggerCommon] testdynamicdetach1.js .......... Fail
[DebuggerCommon] jitStepping2.js .......... Pass
[DebuggerCommon] jitStepping2.js .......... Pass
[DebuggerCommon] jit_exprEval1.js .......... Pass
[DebuggerCommon] jit_editvalue1.js .......... Pass
[DebuggerCommon] jitAttach.js .......... Fail
[DebuggerCommon] stringkeyedtypehandler.js .......... Pass
[DebuggerCommon] functionNameShowsInScopeGroupTest.bug157127.js .......... Pass
[DebuggerCommon] functionNameShowsInNestedScopeGroupTest.js .......... Pass
[DebuggerCommon] blockScopeExpressionNoWriteOfConst.js .......... Fail
[DebuggerCommon] blockScopeRegSlotShadowingExpressionEvaluationTest.js .......... Fail
[DebuggerCommon] blockScopeExpressionSimpleDeadZoneTest.js .......... Fail
[DebuggerCommon] blockScopeExpressionEquationDeadZoneTest.js .......... Fail
[DebuggerCommon] blockScopeTryCatchTest.js .......... Fail
[DebuggerCommon] localsInspectionOnNonTopFrameInBlockTest.bug163347.js .......... Fail
[DebuggerCommon] jitAttach.js .......... Fail
[DebuggerCommon] getterInspection.js .......... Pass
[DebuggerCommon] promise_deferNestedAttach.js .......... Fail
[DebuggerCommon] bug_222633.js .......... Fail
[DebuggerCommon] bug_149118.js .......... Fail
[DebuggerCommon] bug_149118.js .......... Fail
[DebuggerCommon] bug_204064.js .......... Fail
[DebuggerCommon] bug_177146.js .......... Fail
[DebuggerCommon] bug_177146.js .......... Fail
[DebuggerCommon] bug_256729.js .......... Fail
[DebuggerCommon] bug_266843.js .......... Pass
[DebuggerCommon] bug_350674.js .......... Pass
[DebuggerCommon] with_shadow.js .......... Pass
[DebuggerCommon] var_shadow.js .......... Fail
[DebuggerCommon] arraytoes5array.js .......... Pass
[DebuggerCommon] propertyEnumeration.bug241480.js .......... Pass
[DebuggerCommon] bug_271356.js .......... Pass
[DebuggerCommon] bug_291582.js .......... Fail
[DebuggerCommon] bug_355097.js .......... Fail
[DebuggerCommon] bug_301517.js .......... Fail
[DebuggerCommon] bug_325839.js .......... Pass
[DebuggerCommon] deferParse_210165.js .......... Fail
[DebuggerCommon] qualified_names1.js .......... Pass
[DebuggerCommon] qualified_names2.js .......... Fail
[DebuggerCommon] evalDetection.js .......... Fail
[DebuggerCommon] bug_507528.js .......... Fail
[DebuggerCommon] bug_543550.js .......... Fail
[DebuggerCommon] bug_523101.js .......... Pass
[DebuggerCommon] symbols.js .......... Fail
[DebuggerCommon] qualified_names5.js .......... Pass
[DebuggerCommon] bug_538163.js .......... Pass
[DebuggerCommon] bug_575634.js .......... Pass
[DebuggerCommon] nested_eval.js .......... Pass
[DebuggerCommon] bug_592506.js .......... Pass
[DebuggerCommon] permanentArguments.js .......... Pass
[DebuggerCommon] sourceInfoMismatch.js .......... Fail
[DebuggerCommon] spread_debugging.js .......... Fail
[DebuggerCommon] bug_622304.js .......... Pass
[DebuggerCommon] returnedvaluetests.js .......... Pass
[DebuggerCommon] returnedvaluetests1.js .......... Fail
[DebuggerCommon] returnedvaluetests2.js .......... Fail
[DebuggerCommon] delaycapture.js .......... Fail
[DebuggerCommon] returnedvaluetests3.js .......... Fail
[DebuggerCommon] returnedvaluetests4.js .......... Fail
[DebuggerCommon] returnedvaluetests4.js .......... Fail
[DebuggerCommon] bug_261867.js .......... Pass
[DebuggerCommon] rest.js .......... Fail
[DebuggerCommon] ObjLit_step_into_more.js .......... Fail
[DebuggerCommon] ObjLit_step_into_out.js .......... Pass
[DebuggerCommon] ObjLit_step_over.js .......... Pass
[DebuggerCommon] generators.js .......... Fail
[DebuggerCommon] async.js .......... Fail
[DebuggerCommon] async_step_out.js .......... Fail
[DebuggerCommon] async_step_over.js .......... Fail
[DebuggerCommon] TypedArray.js .......... Fail
[DebuggerCommon] ComputedPropertyNames.js .......... Pass
[DebuggerCommon] parentedDynamicCode2.js .......... Fail
[DebuggerCommon] parentedDynamicCode3.js .......... Fail
[DebuggerCommon] bug_os_2946365.js .......... Fail
[DebuggerCommon] ConsoleScope.js .......... Fail
[DebuggerCommon] ConsoleScopePMSpec.js .......... Fail
[DebuggerCommon] infiniteloop.js .......... Pass
[DebuggerCommon] destructuring-debug.js .......... Fail
[DebuggerCommon] regex-symbols.js .......... Fail
[DebuggerCommon] default.js .......... Fail
[DebuggerCommon] default_attach.js .......... Fail
[DebuggerCommon] bug_vso5792108.js .......... Pass
[DebuggerCommon] promiseDisplay.js .......... Pass
[TTExecuteBasic] callbackSingle.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] callbackSpread.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] callbackSequence.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] callbackClear.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] enumerable.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] enumeratingWithES5.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] enumerationAddDelete.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] forEach.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] forInArrayAdd.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] forInObjectAdd.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] forInObjectAddDelete.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] forInObjectDelete.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTExecuteBasic] try.js .......... Fail
[TTExecuteBasic] ttdSentinal.js .......... Fail
[TTBasic] accessor.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] arguments.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] array.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] bind.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] boolean.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] boundFunction.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] boxedObject.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] crossSiteMain.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] constructor.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] dateBasic.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] deleteArray.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] es5Array.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] es5Arguments.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] eval.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] extensible.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] forInShadowing.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] freeze.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] function.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] largeAuxArray.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] loadReEntrant.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] map.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] missingArray.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] nativeArray.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] newFromArgs.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] newFunction.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] number.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] numericPropertyIsEnumerable.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] object.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] popArrayImplicitCall.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] promise.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] proxy.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] regex.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] seal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] scopedAccessors.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] scopeFunction.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] set.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] shadowPrototype.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] sparseArray.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] string.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] symbol.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] typeConversions.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] typedArray.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
[TTBasic] typePromotion.js .......... Fail
[TTBasic] ttdSentinal.js .......... Fail
==========================================================
TESTNAME					TOTAL	PASS	FAIL	SKIP	PASS_RATIO
   UnitTestFramework		1		1		0		0		(100%)
               Array		113		65		43		5		(57%)
              Basics		56		32		24		0		(57%)
                 es5		56		33		23		0		(58%)
                  EH		16		6		10		0		(37%)
        InlineCaches		21		20		1		0		(95%)
              Basics		56		32		24		0		(57%)
           Generated		110		106		4		0		(96%)
            Closures		24		16		8		0		(66%)
             Strings		38		27		9		2		(71%)
                Date		12		2		10		0		(16%)
               Error		25		2		21		2		(8%)
             Boolean		7		6		1		0		(85%)
              Number		8		6		2		0		(75%)
         ControlFlow		17		11		6		0		(64%)
                Math		21		17		4		0		(80%)
               Array		113		65		43		5		(57%)
      TaggedIntegers		44		43		1		0		(97%)
        TaggedFloats		1		0		1		0		(0%)
           Optimizer		214		182		32		0		(85%)
            Function		67		24		41		2		(35%)
              Object		64		37		27		0		(57%)
               Regex		32		18		14		0		(56%)
          Prototypes		8		5		3		0		(62%)
     GlobalFunctions		13		8		5		0		(61%)
           Operators		32		23		9		0		(71%)
         Conversions		5		3		2		0		(60%)
                 RWC		1		1		0		0		(100%)
                 Lib		16		3		13		0		(18%)
                JSON		14		9		5		0		(64%)
                Bugs		57		26		31		0		(45%)
              strict		105		42		42		21		(40%)
                utf8		3		1		2		0		(33%)
        UnifiedRegex		27		8		19		0		(29%)
          typedarray		47		8		39		0		(17%)
             bailout		34		27		7		0		(79%)
                loop		6		4		2		0		(66%)
          StackTrace		17		0		17		0		(0%)
       Miscellaneous		5		2		2		1		(40%)
           fieldopts		119		97		22		0		(81%)
         FixedFields		16		14		2		0		(87%)
            inlining		37		21		16		0		(56%)
         DynamicCode		3		2		1		0		(66%)
                 es6		215		13		200		2		(6%)
                 es7		14		0		14		0		(0%)
     switchStatement		28		24		4		0		(85%)
            Debugger		9		3		6		0		(33%)
      DebuggerCommon		205		66		139		0		(32%)
      TTExecuteBasic		26		0		26		0		(0%)
             TTBasic		94		0		94		0		(0%)
==========================================================
               Total		2272		1161		1071		40		(51%)
